course_id,crn,subject,course,section,campus,credits,title,days,start_time,end_time,capacity,accounted,remaining,wl_capacity,wl_accounted,wl_remaining,xl_capacity,xl_accounted,xl_remaining,instructor_fname,instructor_lname,instructor_id,start_date,end_date,location,attribute,score,days2,start_time2,end_time2,start_date2,end_date2,days3,start_time3,end_time3,start_date3,end_date3,days4,start_time4,end_time4,start_date4,end_date4,days5,start_time5,end_time5,start_date5,end_date5,days6,start_time6,end_time6,start_date6,end_date6,days7,start_time7,end_time7,start_date7,end_date7,days8,start_time8,end_time8,start_date8,end_date8,days9,start_time9,end_time9,start_date9,end_date9,days10,start_time10,end_time10,start_date10,end_date10,days11,start_time11,end_time11,start_date11,end_date11,crse_avg,crse_a,crse_b,crse_c,crse_d,crse_e
2919,27459,HLED,270,2,M1,3,Principles of Health Education,MW,02:00 pm,03:15 pm,25,10,15,0,0,0,0,0,0,Mary,Larkin,NULL,01/04,04/25,PORTER 230,&nbsp;,3.61191176471,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2920,21056,HLED,305,0,M1,3,Current Health Issues I,TR,02:00 pm,03:15 pm,24,24,0,0,0,0,0,0,0,Kathleen,Conley,NULL,01/04,04/25,PORTER 222,&nbsp;,3.38014423077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2921,23615,HLED,320,0,M1,2,Health Educ Elem Grades,T,&nbsp;,&nbsp;,25,23,2,0,0,0,0,0,0,Jean,Foster,NULL,01/04,04/25,ONLINE HYBRID,&nbsp;,3.45478747204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2922,27208,HLED,320,2,M1,2,Health Educ Elem Grades,W,05:30 pm,07:10 pm,25,23,2,0,0,0,0,0,0,TBA,TBA,NULL,01/04,04/25,PORTER 301BC,&nbsp;,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2923,25941,HLED,320,3,M1,2,Health Educ Elem Grades,M,&nbsp;,&nbsp;,25,25,0,0,0,0,0,0,0,TBA,TBA,NULL,01/04,04/25,ONLINE HYBRID,&nbsp;,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2924,27209,HLED,440,0,M1,3,Health Ed Prog Evaluation,T,05:30 pm,08:20 pm,25,15,10,0,0,0,0,0,0,John,Sonnega,NULL,01/04,04/25,MARSHL 208,&nbsp;,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2925,21570,HLED,450,0,M1,3,Health Education Assessment,R,05:30 pm,08:20 pm,15,7,8,0,0,0,0,0,0,Jean,Foster,NULL,01/04,04/25,MARSHL 201,&nbsp;,3.43835205993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2926,27210,HLED,460,0,M1,3,Sexuality Education,MW,12:30 pm,01:45 pm,20,18,2,0,0,0,25,19,6,Susan,McCarthy,NULL,01/04,04/25,PORTER 300AD,&nbsp;,3.38465587045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2927,21183,HLED,490,0,M1,3,Drug Use and Abuse,MW,09:30 am,10:45 am,20,21,-1,0,0,0,25,21,4,Jeffrey,Schulz,NULL,01/04,04/25,MARSHL 103,&nbsp;,3.87376770538,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2928,21551,HLED,490,1,M1,3,Drug Use and Abuse,R,05:30 pm,08:20 pm,25,14,11,0,0,0,25,15,10,Mary,Desprez,NULL,01/04,04/25,MARSHL 117,&nbsp;,3.87375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2929,27287,HLED,493L4,0,WW1,5,Internship in Community Health Education,&nbsp;,&nbsp;,&nbsp;,20,0,20,0,0,0,0,0,0,Megan,Sterling,NULL,01/04,04/25,TBA,Gen Ed Lrng Beyond Clsrm,3.516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2930,27212,HLED,494,0,WW1,1,Comm HlthEd Internship Seminar,&nbsp;,&nbsp;,&nbsp;,20,0,20,0,0,0,0,0,0,Megan,Sterling,NULL,01/04,04/25,TBA,&nbsp;,3.516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2931,24957,HLED,495,0,M1,3,Health Ed in Diverse Pop,TR,09:30 am,10:45 am,25,20,5,0,0,0,0,0,0,Jeffrey,Schulz,NULL,01/04,04/25,WARNER 117,&nbsp;,3.82920212766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2932,22293,HLED,497,0,M1,1,Directed Study,&nbsp;,&nbsp;,&nbsp;,10,0,10,0,0,0,0,0,0,TBA,TBA,NULL,01/04,04/25,TBA,&nbsp;,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2933,22294,HLED,498,0,M1,2,Directed Study,&nbsp;,&nbsp;,&nbsp;,10,0,10,0,0,0,0,0,0,TBA,TBA,NULL,01/04,04/25,TBA,&nbsp;,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2934,22162,HLED,499,0,M1,3,Directed Study,&nbsp;,&nbsp;,&nbsp;,10,0,10,0,0,0,0,0,0,TBA,TBA,NULL,01/04,04/25,TBA,&nbsp;,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2935,21553,HLED,562,0,M5,3,Health Ed Program Planning,M,05:30 pm,08:20 pm,15,5,10,0,0,0,0,0,0,Jeffrey,Schulz,NULL,01/04,04/25,PORTER 320,&nbsp;,3.83132978723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2936,27211,HLED,563,0,M5,3,Concepts in Sexuality Educatio,MW,12:30 pm,01:45 pm,5,1,4,0,0,0,25,19,6,Susan,McCarthy,NULL,01/04,04/25,PORTER 300AD,&nbsp;,3.34666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2937,27213,HLED,565,0,M5,3,Women's Health,R,05:30 pm,08:20 pm,10,0,10,0,0,0,20,5,15,TBA,TBA,NULL,01/04,04/25,PORTER 305,&nbsp;,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2938,24958,HLED,570,0,M5,3,Measurement in Health Ed,W,05:30 pm,08:20 pm,15,5,10,0,0,0,0,0,0,Megan,Sterling,NULL,01/04,04/25,PORTER 203,&nbsp;,3.39092307692,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2939,23808,HLED,593,0,M5,3,Drug Use and Abuse,MW,09:30 am,10:45 am,5,0,5,0,0,0,25,21,4,Jeffrey,Schulz,NULL,01/04,04/25,MARSHL 103,&nbsp;,3.82672131148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2940,27300,HLED,593,1,M5,3,Drug Use and Abuse,R,05:30 pm,08:20 pm,5,1,4,0,0,0,25,15,10,Mary,Desprez,NULL,01/04,04/25,MARSHL 117,&nbsp;,3.87375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2941,21184,HLED,597,0,M5,1,Independent Study,&nbsp;,&nbsp;,&nbsp;,5,0,5,0,0,0,0,0,0,TBA,TBA,NULL,01/04,04/25,TBA,&nbsp;,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2942,21185,HLED,598,0,M5,2,Independent Study,&nbsp;,&nbsp;,&nbsp;,5,0,5,0,0,0,0,0,0,TBA,TBA,NULL,01/04,04/25,TBA,&nbsp;,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2943,21186,HLED,599,0,M5,3,Independent Study,&nbsp;,&nbsp;,&nbsp;,5,0,5,0,0,0,0,0,0,TBA,TBA,NULL,01/04,04/25,TBA,&nbsp;,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2944,27214,HLED,688,0,M5,1,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,1,0,1,0,0,0,0,0,0,Kathleen,Conley,NULL,01/04,04/25,TBA,&nbsp;,3.28444444444,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2945,27215,HLED,688,1,M5,1,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,1,0,1,0,0,0,0,0,0,Susan,McCarthy,NULL,01/04,04/25,TBA,&nbsp;,3.34666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2946,27216,HLED,688,2,M5,1,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,1,0,1,0,0,0,0,0,0,Jeffrey,Schulz,NULL,01/04,04/25,TBA,&nbsp;,3.82672131148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2947,27217,HLED,688,3,M5,1,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,1,0,1,0,0,0,0,0,0,John,Sonnega,NULL,01/04,04/25,TBA,&nbsp;,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2948,27218,HLED,688,4,M5,1,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,1,0,1,0,0,0,0,0,0,Megan,Sterling,NULL,01/04,04/25,TBA,&nbsp;,3.516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2949,27219,HLED,689,0,M5,2,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,1,0,1,0,0,0,0,0,0,Kathleen,Conley,NULL,01/04,04/25,TBA,&nbsp;,3.28444444444,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2950,27220,HLED,689,1,M5,2,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,1,0,1,0,0,0,0,0,0,Susan,McCarthy,NULL,01/04,04/25,TBA,&nbsp;,3.34666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2951,27221,HLED,689,2,M5,2,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,1,0,1,0,0,0,0,0,0,Jeffrey,Schulz,NULL,01/04,04/25,TBA,&nbsp;,3.82672131148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2952,27222,HLED,689,3,M5,2,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,1,0,1,0,0,0,0,0,0,John,Sonnega,NULL,01/04,04/25,TBA,&nbsp;,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2953,27223,HLED,689,4,M5,2,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,1,0,1,0,0,0,0,0,0,Megan,Sterling,NULL,01/04,04/25,TBA,&nbsp;,3.516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2954,21035,HLED,690,0,M5,3,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,5,0,5,0,0,0,0,0,0,Kathleen,Conley,NULL,01/04,04/25,TBA,&nbsp;,3.28444444444,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2955,23620,HLED,690,0,M5,3,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,5,0,5,0,0,0,0,0,0,John,Sonnega,NULL,01/04,04/25,TBA,&nbsp;,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2956,23471,HLED,690,1,M5,3,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,5,0,5,0,0,0,0,0,0,Susan,McCarthy,NULL,01/04,04/25,TBA,&nbsp;,3.34666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2957,23619,HLED,690,2,M5,3,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,5,1,4,0,0,0,0,0,0,Jeffrey,Schulz,NULL,01/04,04/25,TBA,&nbsp;,3.82672131148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2958,23622,HLED,690,5,M5,3,Project in Health Education,&nbsp;,&nbsp;,&nbsp;,5,0,5,0,0,0,0,0,0,Megan,Sterling,NULL,01/04,04/25,TBA,&nbsp;,3.516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2959,25986,HLED,691,0,M5,1,Thesis in Health Education,&nbsp;,&nbsp;,&nbsp;,1,0,1,0,0,0,0,0,0,Kathleen,Conley,NULL,01/04,04/25,TBA,&nbsp;,3.28444444444,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
